method,perturbation,stage,objective_idx,status,obj_value,elapsed_s
MILP,0,layer0_ub,32,optimal,2.8540109517831214,0.0010063648223876953
MILP,0,layer0_ub,33,optimal,2.098871637751492,0.0
MILP,0,layer0_ub,34,optimal,1.5246541282942643,0.0
MILP,0,layer0_ub,35,optimal,-0.2847639568156912,0.0
MILP,0,layer0_ub,36,optimal,1.1780982417856496,0.007551908493041992
MILP,0,layer0_ub,37,optimal,3.1396908105300425,0.0009751319885253906
MILP,0,layer0_ub,38,optimal,1.8171961403773897,0.0008089542388916016
MILP,0,layer0_ub,39,optimal,-1.5851353678764488,0.0016047954559326172
MILP,0,layer0_ub,40,optimal,1.123038219525129,0.0010149478912353516
MILP,0,layer0_ub,41,optimal,-0.09912307548353039,0.0010218620300292969
MILP,0,layer0_ub,42,optimal,1.7651247017840832,0.0016930103302001953
MILP,0,layer0_ub,43,optimal,2.2933795381503126,0.0009770393371582031
MILP,0,layer0_ub,44,optimal,0.7723717384250649,0.0019855499267578125
MILP,0,layer0_ub,45,optimal,-0.41549206565018504,0.0013337135314941406
MILP,0,layer0_ub,46,optimal,-1.399620010180084,0.0010209083557128906
MILP,0,layer0_ub,47,optimal,0.12532248278758584,0.000980377197265625
MILP,0,layer0_ub,48,optimal,1.486200883905011,0.0024213790893554688
MILP,0,layer0_ub,49,optimal,-1.5492448140655597,0.0009775161743164062
MILP,0,layer0_ub,50,optimal,0.7867891456085558,0.0009856224060058594
MILP,0,layer0_ub,51,optimal,2.3485350113538637,0.001009225845336914
MILP,0,layer0_ub,52,optimal,-0.3977016864723881,0.001007080078125
MILP,0,layer0_ub,53,optimal,0.21027638413944785,0.0033330917358398438
MILP,0,layer0_ub,54,optimal,0.7110729287883265,0.0
MILP,0,layer0_ub,55,optimal,2.2188561048430833,0.0010540485382080078
MILP,0,layer0_ub,56,optimal,1.6383571825331091,0.0030014514923095703
MILP,0,layer0_ub,57,optimal,-0.4432955468296967,0.0010251998901367188
MILP,0,layer0_ub,58,optimal,3.029647846092303,0.0006105899810791016
MILP,0,layer0_ub,59,optimal,-2.013372828810603,0.0009913444519042969
MILP,0,layer0_ub,60,optimal,0.9643673966267923,0.0009810924530029297
MILP,0,layer0_ub,61,optimal,1.9208672104046935,0.0014672279357910156
MILP,0,layer0_ub,62,optimal,-0.5419322360248133,0.002194643020629883
MILP,0,layer0_ub,63,optimal,-0.09972063476352463,0.0010266304016113281
MILP,0,layer0_ub,64,optimal,-1.0875307742955846,0.0016405582427978516
MILP,0,layer0_ub,65,optimal,-0.7252857050259316,0.0010213851928710938
MILP,0,layer0_ub,66,optimal,1.688451749757419,0.0
MILP,0,layer0_ub,67,optimal,3.0505168616609124,0.0017914772033691406
MILP,0,layer0_ub,68,optimal,2.6793697614857805,0.0023801326751708984
MILP,0,layer0_ub,69,optimal,-1.3035446202041878,0.0010404586791992188
MILP,0,layer0_ub,70,optimal,0.6784272029009397,0.001020193099975586
MILP,0,layer0_ub,71,optimal,-1.1934480569859893,0.0022025108337402344
MILP,0,layer0_ub,72,optimal,-1.7194170854849284,0.0009765625
MILP,0,layer0_ub,73,optimal,0.81961049021436,0.0010004043579101562
MILP,0,layer0_ub,74,optimal,-1.5959887022534227,0.001392364501953125
MILP,0,layer0_ub,75,optimal,-1.1758946450067407,0.0018868446350097656
MILP,0,layer0_ub,76,optimal,0.696198299372464,0.002057790756225586
MILP,0,layer0_ub,77,optimal,-2.166566280438167,0.002141714096069336
MILP,0,layer0_ub,78,optimal,3.1375287329261123,0.0009794235229492188
MILP,0,layer0_ub,79,optimal,0.6728714131358384,0.0009999275207519531
MILP,0,layer0_ub,80,optimal,-2.3898647271626783,0.0017998218536376953
MILP,0,layer0_ub,81,optimal,1.3723724812244678,0.0013661384582519531
MILP,0,layer0_ub,82,optimal,-0.36609169400304115,0.0020554065704345703
MILP,0,layer0_ub,83,optimal,1.037922613940478,0.0010380744934082031
MILP,0,layer0_ub,84,optimal,1.5401444721559443,0.0030705928802490234
MILP,0,layer0_ub,85,optimal,-0.26714241226997815,0.0009758472442626953
MILP,0,layer0_ub,86,optimal,1.91287035400361,0.0014889240264892578
MILP,0,layer0_ub,87,optimal,0.14290207587099774,0.0010218620300292969
MILP,0,layer0_ub,88,optimal,0.4781789382701582,0.0022764205932617188
MILP,0,layer0_ub,89,optimal,-0.5112448536313519,0.002232789993286133
MILP,0,layer0_ub,90,optimal,0.07323521649454884,0.0012326240539550781
MILP,0,layer0_ub,91,optimal,-0.7440295685078491,0.0009717941284179688
MILP,0,layer0_ub,92,optimal,0.8001324205348797,0.000986337661743164
MILP,0,layer0_ub,93,optimal,1.3071085672211114,0.0014197826385498047
MILP,0,layer0_ub,94,optimal,-1.209410130816944,0.0009694099426269531
MILP,0,layer0_ub,95,optimal,0.02467094754958039,0.002016305923461914
MILP,0,layer0_ub,96,optimal,-1.1807984943175254,0.0007281303405761719
MILP,0,layer0_ub,97,optimal,-0.7902703966140827,0.0010228157043457031
MILP,0,layer0_ub,98,optimal,0.9645529971165672,0.0005033016204833984
MILP,0,layer0_ub,99,optimal,1.2854338947196484,0.0009701251983642578
MILP,0,layer0_ub,100,optimal,-0.0064042882028436665,0.0010151863098144531
MILP,0,layer0_ub,101,optimal,-1.6702117402517045,0.0015065670013427734
MILP,0,layer0_ub,102,optimal,0.7103280789523545,0.0009784698486328125
MILP,0,layer0_ub,103,optimal,-0.48746151638713847,0.0016722679138183594
MILP,0,layer0_ub,104,optimal,2.3588283152752116,0.002567768096923828
MILP,0,layer0_ub,105,optimal,-0.07670220059736926,0.0009756088256835938
MILP,0,layer0_ub,106,optimal,-0.1495991578379371,0.0009870529174804688
MILP,0,layer0_ub,107,optimal,1.739348952859278,0.0
MILP,0,layer0_ub,108,optimal,1.3650849177454019,0.0035092830657958984
MILP,0,layer0_ub,109,optimal,-1.9043276428078024,0.0009779930114746094
MILP,0,layer0_ub,110,optimal,-0.7141277946586208,0.0016489028930664062
MILP,0,layer0_ub,111,optimal,1.7005175933939964,0.003074169158935547
MILP,0,layer0_ub,112,optimal,-0.6109734955015972,0.001024007797241211
MILP,0,layer0_ub,113,optimal,0.6554041015227234,0.0010027885437011719
MILP,0,layer0_ub,114,optimal,-1.021050670334581,0.0
MILP,0,layer0_ub,115,optimal,0.621807640734399,0.004068136215209961
MILP,0,layer0_ub,116,optimal,-0.3147514008858245,0.00069427490234375
MILP,0,layer0_ub,117,optimal,-0.8407587428741661,0.0
MILP,0,layer0_ub,118,optimal,0.9689001730696597,0.0034372806549072266
MILP,0,layer0_ub,119,optimal,1.7815253029391507,0.0009768009185791016
MILP,0,layer0_ub,120,optimal,0.858278179068074,0.0
MILP,0,layer0_ub,121,optimal,-1.1282957417572186,0.0
MILP,0,layer0_ub,122,optimal,2.29990415930824,0.0005042552947998047
MILP,0,layer0_ub,123,optimal,-2.867570104554706,0.0010471343994140625
MILP,0,layer0_ub,124,optimal,0.0069648462624417595,0.001028299331665039
MILP,0,layer0_ub,125,optimal,0.7834037812528857,0.001203298568725586
MILP,0,layer0_ub,126,optimal,-1.880186623362747,0.0009961128234863281
MILP,0,layer0_ub,127,optimal,1.9294211779972112,0.0009846687316894531
MILP,0,layer1_lb,0,optimal,-2.4681400979985533,0.015102863311767578
MILP,0,layer1_lb,1,optimal,5.706805751005784,0.016744375228881836
MILP,0,layer1_lb,2,optimal,-2.993591031557067,0.016852140426635742
MILP,0,layer1_lb,3,optimal,-0.13816768391689438,0.015091657638549805
MILP,0,layer1_lb,4,optimal,2.894690218823433,0.01594090461730957
MILP,0,layer1_lb,5,optimal,-0.9232970814666175,0.013763189315795898
MILP,0,layer1_lb,6,optimal,-0.4373675643344666,0.019438982009887695
MILP,0,layer1_lb,7,optimal,4.63381186636811,0.012389183044433594
MILP,0,layer1_lb,8,optimal,-3.559205637456222,0.02306342124938965
MILP,0,layer1_lb,9,optimal,0.6437272307442039,0.01498866081237793
MILP,0,layer1_lb,10,optimal,-0.44328201882757845,0.014171838760375977
MILP,0,layer1_lb,11,optimal,-2.489455594561286,0.01571965217590332
MILP,0,layer1_lb,12,optimal,-4.607502951622971,0.018357038497924805
MILP,0,layer1_lb,13,optimal,-1.9793216007747851,0.011307001113891602
MILP,0,layer1_lb,14,optimal,1.946046861831292,0.015587568283081055
MILP,0,layer1_lb,15,optimal,-0.8307654192833104,0.01661849021911621
MILP,0,layer1_lb,16,optimal,-0.4193808297399759,0.017452001571655273
MILP,0,layer1_lb,17,optimal,-0.4627304658578293,0.016614675521850586
MILP,0,layer1_lb,18,optimal,-3.5108608845797673,0.01723647117614746
MILP,0,layer1_lb,19,optimal,1.967255319937141,0.020427942276000977
MILP,0,layer1_lb,20,optimal,6.580909332785756,0.01708245277404785
MILP,0,layer1_lb,21,optimal,2.834627360662296,0.015975475311279297
MILP,0,layer1_lb,22,optimal,-0.9201064750779949,0.01628875732421875
MILP,0,layer1_lb,23,optimal,1.933102801864552,0.01633477210998535
MILP,0,layer1_lb,24,optimal,7.488239554869774,0.01687002182006836
MILP,0,layer1_lb,25,optimal,0.7544104139692615,0.01091456413269043
MILP,0,layer1_lb,26,optimal,2.011245011949424,0.02587270736694336
MILP,0,layer1_lb,27,optimal,2.3171466387231714,0.0173492431640625
MILP,0,layer1_lb,28,optimal,0.7821615936734898,0.0069200992584228516
MILP,0,layer1_lb,29,optimal,0.016572949969192126,0.018676280975341797
MILP,0,layer1_lb,30,optimal,1.3584999943333285,0.016321182250976562
MILP,0,layer1_lb,31,optimal,6.819882325966259,0.014582157135009766
MILP,0,layer1_lb,32,optimal,1.9721392283162673,0.01779460906982422
MILP,0,layer1_lb,33,optimal,0.5493289676868623,0.011072635650634766
MILP,0,layer1_lb,34,optimal,-4.21398180499766,0.017691612243652344
MILP,0,layer1_lb,35,optimal,7.02827379232737,0.015892982482910156
MILP,0,layer1_lb,36,optimal,4.1978307074730195,0.016583919525146484
MILP,0,layer1_lb,37,optimal,-1.7006737513863681,0.016835689544677734
MILP,0,layer1_lb,38,optimal,2.59861222102833,0.01687479019165039
MILP,0,layer1_lb,39,optimal,0.8596933516490206,0.016183137893676758
MILP,0,layer1_lb,40,optimal,0.11061480820957992,0.017351150512695312
MILP,0,layer1_lb,41,optimal,-2.2544192009340724,0.015045881271362305
MILP,0,layer1_lb,42,optimal,-0.9971198071888456,0.01571488380432129
MILP,0,layer1_lb,43,optimal,-1.2878757889895425,0.016580820083618164
MILP,0,layer1_lb,44,optimal,5.282933975639272,0.016085147857666016
MILP,0,layer1_lb,45,optimal,2.017046293507282,0.013971567153930664
MILP,0,layer1_lb,46,optimal,5.183297364957198,0.01626420021057129
MILP,0,layer1_lb,47,optimal,-1.7772653599643977,0.016443729400634766
MILP,0,layer1_lb,48,optimal,1.9510497214397957,0.01233220100402832
MILP,0,layer1_lb,49,optimal,1.8503340743360757,0.016928911209106445
MILP,0,layer1_lb,50,optimal,0.5619699498401979,0.014383554458618164
MILP,0,layer1_lb,51,optimal,1.6067591262089707,0.017853498458862305
MILP,0,layer1_lb,52,optimal,-1.3271178424267032,0.012605428695678711
MILP,0,layer1_lb,53,optimal,1.1035420633648325,0.015753507614135742
MILP,0,layer1_lb,54,optimal,3.882474078430957,0.015959739685058594
MILP,0,layer1_lb,55,optimal,1.4764935277085396,0.015442848205566406
MILP,0,layer1_lb,56,optimal,-0.07168864754049531,0.01301717758178711
MILP,0,layer1_lb,57,optimal,1.2292973877318554,0.015748977661132812
MILP,0,layer1_lb,58,optimal,-0.9952867454479193,0.015883445739746094
MILP,0,layer1_lb,59,optimal,4.155924701759485,0.01479792594909668
MILP,0,layer1_lb,60,optimal,2.5802083047150317,0.015399932861328125
MILP,0,layer1_lb,61,optimal,-0.5862898922621804,0.016501903533935547
MILP,0,layer1_lb,62,optimal,-0.23089166711468492,0.01294255256652832
MILP,0,layer1_lb,63,optimal,3.032873396326013,0.014462947845458984
MILP,0,layer1_ub,0,optimal,-2.4681400979985524,0.0053479671478271484
MILP,0,layer1_ub,1,optimal,5.706805751005785,0.006730794906616211
MILP,0,layer1_ub,2,optimal,-2.993591031557066,0.00663304328918457
MILP,0,layer1_ub,3,optimal,-0.13816768391689438,0.013999223709106445
MILP,0,layer1_ub,4,optimal,2.8946902188234334,0.006311178207397461
MILP,0,layer1_ub,5,optimal,-0.923297081466617,0.0030069351196289062
MILP,0,layer1_ub,6,optimal,-0.43736756433446655,0.018945932388305664
MILP,0,layer1_ub,7,optimal,4.633811866368111,0.018285274505615234
MILP,0,layer1_ub,8,optimal,-3.559205637456222,0.015991687774658203
MILP,0,layer1_ub,9,optimal,0.6437272307442039,0.004040718078613281
MILP,0,layer1_ub,10,optimal,-0.44328201882757834,0.007564544677734375
MILP,0,layer1_ub,11,optimal,-2.4894555945612855,0.01572871208190918
MILP,0,layer1_ub,12,optimal,-4.607502951622969,0.015646696090698242
MILP,0,layer1_ub,13,optimal,-1.979321600774785,0.016488313674926758
MILP,0,layer1_ub,14,optimal,1.946046861831292,0.014081001281738281
MILP,0,layer1_ub,15,optimal,-0.83076541928331,0.014405965805053711
MILP,0,layer1_ub,16,optimal,-0.41938082973997565,0.01660633087158203
MILP,0,layer1_ub,17,optimal,-0.4627304658578291,0.014314651489257812
MILP,0,layer1_ub,18,optimal,-3.510860884579765,0.015578985214233398
MILP,0,layer1_ub,19,optimal,1.9672553199371414,0.014604806900024414
MILP,0,layer1_ub,20,optimal,6.580909332785756,0.0047757625579833984
MILP,0,layer1_ub,21,optimal,2.8346273606622963,0.012573957443237305
MILP,0,layer1_ub,22,optimal,-0.9201064750779948,0.0076863765716552734
MILP,0,layer1_ub,23,optimal,1.9331028018645529,0.013951778411865234
MILP,0,layer1_ub,24,optimal,7.488239554869776,0.0054552555084228516
MILP,0,layer1_ub,25,optimal,0.7544104139692619,0.029715538024902344
MILP,0,layer1_ub,26,optimal,2.0112450119494243,0.015280723571777344
MILP,0,layer1_ub,27,optimal,2.3171466387231714,0.01631641387939453
MILP,0,layer1_ub,28,optimal,0.7821615936734906,0.015521049499511719
MILP,0,layer1_ub,29,optimal,0.016572949969192237,0.017637968063354492
MILP,0,layer1_ub,30,optimal,1.3584999943333287,0.012342214584350586
MILP,0,layer1_ub,31,optimal,6.819882325966261,0.016628026962280273
MILP,0,layer1_ub,32,optimal,1.9721392283162675,0.016014814376831055
MILP,0,layer1_ub,33,optimal,0.5493289676868626,0.016454219818115234
MILP,0,layer1_ub,34,optimal,-4.213981804997659,0.008212089538574219
MILP,0,layer1_ub,35,optimal,7.028273792327373,0.028987646102905273
MILP,0,layer1_ub,36,optimal,4.1978307074730195,0.015515565872192383
MILP,0,layer1_ub,37,optimal,-1.700673751386368,0.01654338836669922
MILP,0,layer1_ub,38,optimal,2.598612221028331,0.017140626907348633
MILP,0,layer1_ub,39,optimal,0.8596933516490206,0.013560771942138672
MILP,0,layer1_ub,40,optimal,0.11061480820957993,0.014979839324951172
MILP,0,layer1_ub,41,optimal,-2.2544192009340724,0.014802217483520508
MILP,0,layer1_ub,42,optimal,-0.9971198071888456,0.014079570770263672
MILP,0,layer1_ub,43,optimal,-1.2878757889895418,0.014439582824707031
MILP,0,layer1_ub,44,optimal,5.282933975639274,0.0146942138671875
MILP,0,layer1_ub,45,optimal,2.017046293507282,0.014561653137207031
MILP,0,layer1_ub,46,optimal,5.183297364957198,0.017031192779541016
MILP,0,layer1_ub,47,optimal,-1.777265359964397,0.01553964614868164
MILP,0,layer1_ub,48,optimal,1.9510497214397957,0.014166116714477539
MILP,0,layer1_ub,49,optimal,1.8503340743360766,0.01660776138305664
MILP,0,layer1_ub,50,optimal,0.561969949840198,0.01416921615600586
MILP,0,layer1_ub,51,optimal,1.6067591262089709,0.018163681030273438
